iter	Logloss
0	0.625677689
1	0.5713157317
2	0.5191408367
3	0.4744394086
4	0.4342655613
5	0.3846824222
6	0.341280733
7	0.3094113615
8	0.2801166811
9	0.2501825289
10	0.2252062536
11	0.206251712
12	0.1878763881
13	0.1706628836
14	0.1513942373
15	0.1383311968
16	0.1253350273
17	0.1136363441
18	0.1029066221
19	0.09557659659
20	0.08729004806
21	0.0798225072
22	0.07325539933
23	0.06668735483
24	0.06068611569
25	0.05503767507
26	0.05071701326
27	0.04606455254
28	0.04255995497
29	0.03919173042
30	0.03616562456
31	0.03338867426
32	0.03068906638
33	0.02815536154
34	0.02607396661
35	0.02397458581
36	0.02215255558
37	0.02071060059
38	0.01921784755
39	0.01774823293
40	0.0167589658
41	0.01562687673
42	0.01457735916
43	0.01358558937
44	0.01262302484
45	0.01183070241
46	0.01102857188
47	0.01033629941
48	0.009716389855
49	0.009186938214
50	0.0086535519
51	0.008310823951
52	0.008002790931
53	0.007668573395
54	0.007321757503
55	0.006888115808
56	0.006548919254
57	0.006232487051
58	0.005910319866
59	0.005631369502
60	0.005373838014
61	0.005195217107
62	0.004937530078
63	0.004718436276
64	0.004575881321
65	0.004370807471
66	0.004249239589
67	0.004095076112
68	0.003910163255
69	0.003738881826
70	0.003631823615
71	0.003486568655
72	0.003358220537
73	0.003279796933
74	0.003187761269
75	0.003084842677
76	0.003019167752
77	0.002930545492
78	0.002849357524
79	0.002775374037
80	0.002729633014
81	0.002641613095
82	0.002568959127
83	0.002477803303
84	0.002408823203
85	0.002327629218
86	0.002259720941
87	0.002186822789
88	0.002126873727
89	0.002076987017
90	0.002012887009
91	0.001965445477
92	0.001918581522
93	0.001880904174
94	0.001842656263
95	0.001818936222
96	0.001785159397
97	0.001743610774
98	0.001710265124
99	0.001675770871
100	0.001636904694
101	0.001594296925
102	0.001567588944
103	0.001550761999
104	0.001517838156
105	0.001496449745
106	0.001480590863
107	0.00145054772
108	0.001419736894
109	0.001401318773
110	0.001369164099
111	0.001338244143
112	0.001326154656
113	0.00130863136
114	0.001288579256
115	0.001276534415
116	0.001254312991
117	0.001239755833
118	0.00122619975
119	0.001216925938
120	0.001193021123
121	0.001176723635
122	0.001157114479
123	0.001141103973
124	0.001125755659
125	0.001108249873
126	0.001102357538
127	0.001090478238
128	0.00108456701
129	0.001069393263
130	0.001063019768
131	0.001054946267
132	0.001037216746
133	0.001037217208
134	0.001037217208
135	0.001025858118
136	0.001009044272
137	0.001009037613
138	0.0009967799458
139	0.0009867769786
140	0.0009867727244
141	0.0009867619965
142	0.0009796652762
143	0.0009641466438
144	0.0009641361934
145	0.0009478069569
146	0.0009478046448
147	0.0009338553924
148	0.0009338553924
149	0.0009203638081
150	0.0009033687856
151	0.0008924987098
152	0.0008828051009
153	0.0008828040836
154	0.0008717420462
155	0.0008717417687
156	0.0008717457454
157	0.0008600808962
158	0.000860064157
159	0.0008600722029
160	0.0008600638795
161	0.0008520142319
162	0.0008429511581
163	0.0008429385806
164	0.0008333980311
165	0.000822255958
166	0.0008222537384
167	0.0008222389413
168	0.0008222464324
169	0.0008222335774
170	0.0008120265221
171	0.0008119997023
172	0.0008120021068
173	0.0008119859989
174	0.0008072492233
175	0.0008072457089
176	0.0008071711684
177	0.0007992021197
178	0.0007991893572
179	0.0007991871377
180	0.0007896219002
181	0.0007896348477
182	0.0007896338304
183	0.0007819314935
184	0.0007685225928
185	0.0007685188935
186	0.000768513622
187	0.0007567368275
188	0.00074854689
189	0.0007398027499
190	0.0007316477214
191	0.0007316420036
192	0.0007316448243
193	0.0007316441769
194	0.0007229803603
195	0.0007229565461
196	0.0007229579796
197	0.0007154742072
198	0.0007154539999
199	0.0007154488209
200	0.0007131404278
201	0.0007131325669
202	0.0007131422312
203	0.0007045005724
204	0.000704507786
205	0.000704507786
206	0.0007045011273
207	0.0007017368802
208	0.0007017323486
209	0.0007017278632
210	0.0007017230542
211	0.0007017340595
212	0.0007017267534
213	0.0007017101992
214	0.0006948316022
215	0.000694832527
216	0.000694831001
217	0.000694831001
218	0.000687543977
219	0.0006875495259
220	0.0006874853896
221	0.0006858235341
222	0.0006858227943
223	0.0006858236266
224	0.000685819095
225	0.0006858146096
226	0.0006858080896
227	0.0006858106791
228	0.0006857973155
229	0.0006857983328
230	0.0006772336949
231	0.0006772219497
232	0.0006772275449
233	0.0006772192215
234	0.0006772134876
235	0.0006772002164
236	0.0006772034533
237	0.0006697418416
238	0.0006697418416
239	0.0006697323159
240	0.0006697300501
241	0.000667872742
242	0.0006678685804
243	0.0006678647886
244	0.0006678640487
245	0.0006678552629
246	0.0006581733247
247	0.0006581723536
248	0.0006581527012
249	0.000658164354
250	0.0006547224065
251	0.0006547238863
252	0.0006547104764
253	0.0006547143304
254	0.0006547124808
255	0.0006547048047
256	0.0006521863007
257	0.0006431092388
258	0.0006431037361
259	0.0006431200129
260	0.0006403434983
261	0.0006403414637
262	0.0006403473363
263	0.0006403251868
264	0.0006403299959
265	0.0006403098348
266	0.0006320587846
267	0.000624799978
268	0.0006247929032
269	0.0006247897588
270	0.0006247839787
271	0.0006247777361
272	0.0006247728808
273	0.0006247673781
274	0.0006247704763
275	0.0006247590085
276	0.0006247671469
277	0.0006247595172
278	0.0006247608119
279	0.0006247612743
280	0.0006247368591
281	0.0006247294605
282	0.0006247294605
283	0.0006247294605
284	0.0006247237266
285	0.0006247316801
286	0.0006247155882
287	0.0006247154495
288	0.0006247127213
289	0.000616009192
290	0.0006160058164
291	0.0006160215846
292	0.0006160005911
293	0.0006160195037
294	0.0006160077585
295	0.0006160028569
296	0.0006160028569
297	0.0006160129837
298	0.0006160004062
299	0.0006159670041
300	0.0006159554901
301	0.0006067681951
302	0.0006067640797
303	0.0006067611202
304	0.0006067449359
305	0.0006067305851
306	0.0006067305851
307	0.0006001630115
308	0.0006001506189
309	0.00060016426
310	0.00060016426
311	0.0006001516362
312	0.0006001476293
313	0.00060015008
314	0.0006001494789
315	0.0006001494789
316	0.0006001571087
317	0.0006001415255
318	0.0006001160467
319	0.0006001104977
320	0.0006001104977
321	0.0006001060586
322	0.0006001027755
323	0.0006001011108
324	0.0006001008796
325	0.0006000962093
326	0.0006000995386
327	0.0005980944924
328	0.0005980891284
329	0.0005980896833
330	0.0005892269468
331	0.000589228165
332	0.0005892160037
333	0.0005892160037
334	0.0005892208127
335	0.0005892138303
336	0.0005892069404
337	0.0005891992182
338	0.000589201669
339	0.0005891923283
340	0.000580181672
341	0.0005801705742
342	0.0005801702043
343	0.0005801704355
344	0.000580161326
345	0.0005801460665
346	0.0005801569793
347	0.000572251373
348	0.000572251373
349	0.0005722432346
350	0.0005722202528
351	0.0005722202528
352	0.0005722182644
353	0.0005722058718
354	0.0005722104035
355	0.0005722110971
356	0.0005722006004
357	0.0005721905661
358	0.0005721905661
359	0.0005635509679
360	0.0005635582739
361	0.0005635594762
362	0.0005635594762
363	0.0005635567942
364	0.0005635567942
365	0.0005635355234
366	0.0005635382054
367	0.000563537558
368	0.0005635272
369	0.0005635236394
370	0.0005635170732
371	0.0005635151311
372	0.0005635151311
373	0.0005635316391
374	0.000563517027
375	0.0005635136051
376	0.0005635136051
377	0.0005635036633
378	0.0005635036633
379	0.0005635048193
380	0.0005634919643
381	0.0005634837797
382	0.0005634684739
383	0.0005613770999
384	0.0005613740942
385	0.000561371366
386	0.0005613684528
387	0.0005613719209
388	0.0005613719209
389	0.0005613448237
390	0.0005584758486
391	0.0005584758486
392	0.0005584740452
393	0.0005584740452
394	0.0005584740452
395	0.0005584611439
396	0.0005584670165
397	0.0005584670165
398	0.0005584560574
399	0.0005584572597
400	0.0005584572597
401	0.0005584553638
402	0.0005584471792
403	0.0005584384396
404	0.0005584384396
405	0.0005584384396
406	0.0005584302549
407	0.0005584302549
408	0.0005584499999
409	0.0005584435724
410	0.0005584236425
411	0.0005584410291
412	0.0005584194346
413	0.0005584194346
414	0.0005584232726
415	0.0005584082442
416	0.0005584085217
417	0.0005584047299
418	0.0005584007532
419	0.0005584031577
420	0.0005583970539
421	0.0005583939095
422	0.0005584001058
423	0.0005552538321
424	0.0005552521674
425	0.000555256884
426	0.0005552536933
427	0.0005552529073
428	0.0005552529073
429	0.0005552495779
430	0.0005552351969
431	0.0005552444914
432	0.000555227336
433	0.000554112355
434	0.000554112355
435	0.0005541048639
436	0.0005540942748
437	0.000554087986
438	0.0005541009797
439	0.0005540859051
440	0.0005540887721
441	0.0005540887721
442	0.0005540737438
